colour	y	x	fill
#F8766D	0.34414361038961	0.572801848484848	#F8766D
#A3A500	0.629794727272727	0.440586454545455	#A3A500
#A3A500	0.434627558441558	0.571558818181818	#A3A500
#A3A500	0.576755558441558	0.568454939393939	#A3A500
#A3A500	0.453382961038961	0.280579666666667	#A3A500
#A3A500	0.45391825974026	0.645747848484849	#A3A500
#A3A500	0.37104187012987	0.230126212121212	#A3A500
#A3A500	0.491367272727273	0.365886757575758	#A3A500
#A3A500	0.316248727272727	0.646992424242424	#A3A500
#A3A500	0.465909376623377	0.593213848484848	#A3A500
#A3A500	0.371675896103896	0.39574496969697	#A3A500
#A3A500	0.421487246753247	0.538210909090909	#A3A500
#A3A500	0.422727766233766	0.384212545454545	#A3A500
#A3A500	0.390091064935065	0.592606151515152	#A3A500
#A3A500	0.337981636363636	0.393793878787879	#A3A500
#A3A500	0.361509246753247	0.21888103030303	#A3A500
#A3A500	0.419315272727273	0.361499212121212	#A3A500
#A3A500	0.576596727272727	0.442278303030303	#A3A500
#A3A500	0.487163714285714	0.467189575757576	#A3A500
#A3A500	0.360246155844156	0.510556060606061	#A3A500
#A3A500	0.541722571428571	0.646823878787879	#A3A500
#A3A500	0.372391584415585	0.359315242424242	#A3A500
#A3A500	0.58341574025974	0.566911	#A3A500
#A3A500	0.54774187012987	0.464192060606061	#A3A500
#A3A500	0.320031766233766	0.707822848484849	#A3A500
#A3A500	0.390696363636364	0.56232203030303	#A3A500
#A3A500	0.332195506493506	0.566596696969697	#A3A500
#A3A500	0.441162883116883	0.639540606060606	#A3A500
#A3A500	0.438253454545455	0.42397703030303	#A3A500
#A3A500	0.305691402597403	0.394885393939394	#A3A500
#A3A500	0.464398961038961	0.576496727272727	#A3A500
#A3A500	0.337638779220779	0.389440393939394	#A3A500
#A3A500	0.424478051948052	0.699616909090909	#A3A500
#A3A500	0.343546857142857	0.580069454545455	#A3A500
#A3A500	0.646191324675325	0.584844181818182	#A3A500
#A3A500	0.470764233766234	0.294644909090909	#A3A500
#A3A500	0.413232935064935	0.598552787878788	#A3A500
#A3A500	0.47163161038961	0.256867	#A3A500
#A3A500	0.339397350649351	0.561707	#A3A500
#A3A500	0.397025792207792	0.612912090909091	#A3A500
#A3A500	0.430377818181818	0.622277454545455	#A3A500
#A3A500	0.563631766233766	0.713582424242424	#A3A500
#A3A500	0.509989090909091	0.64610703030303	#A3A500
#A3A500	0.493087402597403	0.260599696969697	#A3A500
#A3A500	0.414712961038961	0.629696212121212	#A3A500
#A3A500	0.433075038961039	0.431745696969697	#A3A500
#A3A500	0.486053246753247	0.604402878787879	#A3A500
#A3A500	0.402801662337662	0.38781896969697	#A3A500
#A3A500	0.734254545454545	0.526282090909091	#A3A500
#A3A500	0.20614974025974	0.439006515151515	#A3A500
#A3A500	0.529466857142857	0.314927636363636	#A3A500
#A3A500	0.344240207792208	0.490341575757576	#A3A500
#A3A500	0.430704805194805	0.646804272727273	#A3A500
#A3A500	0.526621272727273	0.335745939393939	#A3A500
#A3A500	0.472074571428571	0.387490818181818	#A3A500
#A3A500	0.397970311688312	0.398614575757576	#A3A500
#A3A500	0.352650935064935	0.694654909090909	#A3A500
#A3A500	0.513586857142857	0.512265424242424	#A3A500
#00BF7D	0.55871361038961	0.507080303030303	#00BF7D
#00BF7D	0.371057038961039	0.51118303030303	#00BF7D
#00BF7D	0.419735298701299	0.471768818181818	#00BF7D
#00BF7D	0.334093714285714	0.66476593939394	#00BF7D
#00BF7D	0.509714649350649	0.417632272727273	#00BF7D
#00BF7D	0.411228597402597	0.385363393939394	#00BF7D
#00BF7D	0.49849587012987	0.370653060606061	#00BF7D
#00BF7D	0.500881064935065	0.561739515151515	#00BF7D
#00BF7D	0.467317662337662	0.474550272727273	#00BF7D
#00BF7D	0.450195298701299	0.282983393939394	#00BF7D
#00BF7D	0.546461766233766	0.538181303030303	#00BF7D
#00BF7D	0.437926545454545	0.592173727272727	#00BF7D
#00BF7D	0.435920337662338	0.652978848484849	#00BF7D
#00BF7D	0.38000225974026	0.547779333333333	#00BF7D
#00BF7D	0.325968987012987	0.637609878787879	#00BF7D
#00BF7D	0.456111506493507	0.495267757575758	#00BF7D
#00BF7D	0.487533688311688	0.531957757575758	#00BF7D
#00BF7D	0.514038207792208	0.592945333333333	#00BF7D
#00BF7D	0.46316812987013	0.512735151515152	#00BF7D
#00BF7D	0.397168675324675	0.579221454545455	#00BF7D
#00BF7D	0.473958415584416	0.494804848484848	#00BF7D
#00BF7D	0.33628374025974	0.621094090909091	#00BF7D
#00BF7D	0.544844493506494	0.492282242424242	#00BF7D
#00BF7D	0.36384761038961	0.488098212121212	#00BF7D
#00BF7D	0.329026207792208	0.635409393939394	#00BF7D
#00BF7D	0.433073324675325	0.37509603030303	#00BF7D
#00BF7D	0.403612415584416	0.380776696969697	#00BF7D
#00BF7D	0.421397688311688	0.605477181818182	#00BF7D
#00BF7D	0.288670155844156	0.292105212121212	#00BF7D
#00BF7D	0.433339324675325	0.412439393939394	#00BF7D
#00BF7D	0.544586077922078	0.249208787878788	#00BF7D
#00BF7D	0.564060961038961	0.502453242424242	#00BF7D
#00BF7D	0.43854961038961	0.627281242424242	#00BF7D
#00BF7D	0.421126077922078	0.542499090909091	#00BF7D
#00BF7D	0.48904612987013	0.644010909090909	#00BF7D
#00BF7D	0.526309038961039	0.617349636363636	#00BF7D
#00BF7D	0.385243428571429	0.615987212121212	#00BF7D
#00BF7D	0.53135974025974	0.495634212121212	#00BF7D
#00BF7D	0.497813506493506	0.494108242424243	#00BF7D
#00BF7D	0.347616909090909	0.525353545454545	#00BF7D
#00BF7D	0.594800935064935	0.44658696969697	#00BF7D
#00BF7D	0.439675714285714	0.590709757575758	#00BF7D
#00BF7D	0.481232701298701	0.609609939393939	#00BF7D
#00BF7D	0.467004155844156	0.580624515151515	#00BF7D
#00BF7D	0.523704415584416	0.311777575757576	#00BF7D
#00BF7D	0.462523090909091	0.453567393939394	#00BF7D
#00BF7D	0.527516623376623	0.44226996969697	#00BF7D
#00BF7D	0.523401480519481	0.478151545454545	#00BF7D
#00BF7D	0.453569038961039	0.571745545454545	#00BF7D
#00BF7D	0.366231376623377	0.621144636363636	#00BF7D
#00BF7D	0.533607896103896	0.505824090909091	#00BF7D
#00BF7D	0.299253246753247	0.523604939393939	#00BF7D
#00BF7D	0.376435038961039	0.422488272727273	#00BF7D
#00BF7D	0.438901636363636	0.263519787878788	#00BF7D
#00BF7D	0.441260987012987	0.606221696969697	#00BF7D
#00BF7D	0.370270883116883	0.615811424242424	#00BF7D
#00BF7D	0.544522077922078	0.540635909090909	#00BF7D
#00BF7D	0.296920623376623	0.755585818181818	#00BF7D
#00BF7D	0.573788831168831	0.581122	#00BF7D
#00BF7D	0.262851766233766	0.593072121212121	#00BF7D
#00BF7D	0.557320987012987	0.281420484848485	#00BF7D
#00BF7D	0.454665818181818	0.468787212121212	#00BF7D
#00BF7D	0.389749558441558	0.574550090909091	#00BF7D
#00BF7D	0.388247558441558	0.602806666666667	#00BF7D
#00BF7D	0.451227792207792	0.434670121212121	#00BF7D
#00BF7D	0.464697428571428	0.483818090909091	#00BF7D
#00BF7D	0.579656493506493	0.466096818181818	#00BF7D
#00BF7D	0.514924987012987	0.567553787878788	#00BF7D
#00BF7D	0.735620779220779	0.510128606060606	#00BF7D
#00BF7D	0.460243428571429	0.450798575757576	#00BF7D
#00BF7D	0.410786935064935	0.413019696969697	#00BF7D
#00BF7D	0.377230077922078	0.536510363636364	#00BF7D
#00BF7D	0.394072051948052	0.628375484848485	#00BF7D
#00BF7D	0.456893454545455	0.612108757575758	#00BF7D
#00BF7D	0.358941116883117	0.443878878787879	#00BF7D
#00BF7D	0.463146701298701	0.220993151515152	#00BF7D
#00BF7D	0.30715238961039	0.587918060606061	#00BF7D
#00BF7D	0.410574701298701	0.569924121212121	#00BF7D
#00BF7D	0.299868909090909	0.443303121212121	#00BF7D
#00BF7D	0.448081220779221	0.334427666666667	#00BF7D
#00BF7D	0.397758207792208	0.431089454545455	#00BF7D
#00BF7D	0.364857636363636	0.560582121212121	#00BF7D
#00BF7D	0.558171948051948	0.551460787878788	#00BF7D
#00BF7D	0.444061636363636	0.475908515151515	#00BF7D
#00BF7D	0.41084174025974	0.602017363636364	#00BF7D
#00BF7D	0.566536051948052	0.519872060606061	#00BF7D
#00BF7D	0.580008961038961	0.265033	#00BF7D
#00BF7D	0.473593402597403	0.306613757575758	#00BF7D
#00BF7D	0.399237246753247	0.396890636363636	#00BF7D
#00BF7D	0.436403714285714	0.436327666666667	#00BF7D
#00BF7D	0.458536779220779	0.495450575757576	#00BF7D
#00BF7D	0.485956285714286	0.518448303030303	#00BF7D
#00BF7D	0.531070753246753	0.512782727272727	#00BF7D
#00BF7D	0.723701350649351	0.52690696969697	#00BF7D
#00BF7D	0.341038103896104	0.659866575757576	#00BF7D
#00BF7D	0.40483387012987	0.594896484848485	#00BF7D
#00BF7D	0.289776753246753	0.401305848484848	#00BF7D
#00BF7D	0.521737532467532	0.540736363636364	#00BF7D
#00BF7D	0.466536753246753	0.342533787878788	#00BF7D
#00BF7D	0.216701896103896	0.396212272727273	#00BF7D
#00BF7D	0.528930077922078	0.458344666666667	#00BF7D
#00BF7D	0.570389298701299	0.39948603030303	#00BF7D
#00BF7D	0.59221238961039	0.55409503030303	#00BF7D
#00BF7D	0.510701168831169	0.386993060606061	#00BF7D
#00BF7D	0.415806051948052	0.588570272727273	#00BF7D
#00BF7D	0.355555454545455	0.533129	#00BF7D
#00BF7D	0.50779412987013	0.585026909090909	#00BF7D
#00BF7D	0.536160857142857	0.537324818181818	#00BF7D
#00BF7D	0.492168077922078	0.53794596969697	#00BF7D
#00BF7D	0.51017225974026	0.29700796969697	#00BF7D
#00BF7D	0.432728649350649	0.525755181818182	#00BF7D
#00BF7D	0.378987688311688	0.541653212121212	#00BF7D
#00BF7D	0.364467766233766	0.387145818181818	#00BF7D
#00BF7D	0.409695974025974	0.678714757575758	#00BF7D
#00BF7D	0.373266623376623	0.584460060606061	#00BF7D
#00BF7D	0.462327922077922	0.523751515151515	#00BF7D
#00BF7D	0.341567844155844	0.480487454545454	#00BF7D
#00BF7D	0.381590909090909	0.681103212121212	#00BF7D
#00BF7D	0.477838285714286	0.520685575757576	#00BF7D
#00BF7D	0.47521438961039	0.604064575757576	#00BF7D
#00BF7D	0.517421636363636	0.544510848484848	#00BF7D
#00BF7D	0.411665454545454	0.495484121212121	#00BF7D
#00BF7D	0.465643220779221	0.511798121212121	#00BF7D
#00BF7D	0.491062701298701	0.391267636363636	#00BF7D
#00BF7D	0.48974851948052	0.515422515151515	#00BF7D
#00BF7D	0.422885246753247	0.549435454545455	#00BF7D
#00BF7D	0.466907818181818	0.431922	#00BF7D
#00BF7D	0.381075506493507	0.313010636363636	#00BF7D
#00BF7D	0.372033506493507	0.581295636363636	#00BF7D
#00BF7D	0.356857506493507	0.307039484848485	#00BF7D
#00BF7D	0.399612051948052	0.29475296969697	#00BF7D
#00BF7D	0.476814961038961	0.503133848484849	#00BF7D
#00BF7D	0.416739116883117	0.514570151515152	#00BF7D
#00BF7D	0.610794051948052	0.43262703030303	#00BF7D
#00BF7D	0.472174883116883	0.491413909090909	#00BF7D
#00BF7D	0.700697064935065	0.589532757575758	#00BF7D
#00BF7D	0.450736025974026	0.535774545454545	#00BF7D
#00BF7D	0.535978441558442	0.24848796969697	#00BF7D
#00BF7D	0.482998337662338	0.577887696969697	#00BF7D
#00BF7D	0.439645142857143	0.420727272727273	#00BF7D
#00BF7D	0.405067376623377	0.459675878787879	#00BF7D
#00BF7D	0.395850155844156	0.312811121212121	#00BF7D
#00BF7D	0.415627974025974	0.526596666666667	#00BF7D
#00BF7D	0.440215818181818	0.486953636363636	#00BF7D
#00BF7D	0.417765532467532	0.463314060606061	#00BF7D
#00BF7D	0.517709948051948	0.422673666666667	#00BF7D
#00BF7D	0.423053454545455	0.480639303030303	#00BF7D
#00BF7D	0.454349506493506	0.536266878787879	#00BF7D
#00BF7D	0.468369454545454	0.537189909090909	#00BF7D
#00BF7D	0.571101428571429	0.445215454545455	#00BF7D
