colour	y	x	fill
#F8766D	0.725045616883117	0.230577462121212	#F8766D
#A3A500	0.814933928571429	0.224162310606061	#A3A500
#A3A500	0.770027435064935	0.243289583333333	#A3A500
#A3A500	0.803983928571429	0.262029734848485	#A3A500
#A3A500	0.791356493506494	0.133628977272727	#A3A500
#A3A500	0.7630125	0.254702840909091	#A3A500
#A3A500	0.746890909090909	0.189391098484848	#A3A500
#A3A500	0.767782467532467	0.13399375	#A3A500
#A3A500	0.71102987012987	0.2264375	#A3A500
#A3A500	0.751434902597403	0.218123674242424	#A3A500
#A3A500	0.72880487012987	0.152412121212121	#A3A500
#A3A500	0.742086201298701	0.18494696969697	#A3A500
#A3A500	0.744501785714286	0.136501136363636	#A3A500
#A3A500	0.752213311688312	0.215330871212121	#A3A500
#A3A500	0.734369642857143	0.194595075757576	#A3A500
#A3A500	0.733969805194805	0.110554166666667	#A3A500
#A3A500	0.75994512987013	0.168720833333333	#A3A500
#A3A500	0.799186038961039	0.186510606060606	#A3A500
#A3A500	0.774046590909091	0.177243181818182	#A3A500
#A3A500	0.754433928571429	0.1926875	#A3A500
#A3A500	0.7990375	0.232214393939394	#A3A500
#A3A500	0.750318831168831	0.149251325757576	#A3A500
#A3A500	0.801667857142857	0.227630113636364	#A3A500
#A3A500	0.787168506493507	0.177632954545455	#A3A500
#A3A500	0.744679707792208	0.231925378787879	#A3A500
#A3A500	0.748618506493506	0.203364204545455	#A3A500
#A3A500	0.742003733766234	0.218170265151515	#A3A500
#A3A500	0.763266071428571	0.210507575757576	#A3A500
#A3A500	0.765019805194805	0.158529924242424	#A3A500
#A3A500	0.746930357142857	0.158663257575758	#A3A500
#A3A500	0.778811688311688	0.199410606060606	#A3A500
#A3A500	0.732746266233766	0.190772159090909	#A3A500
#A3A500	0.754935876623377	0.24839053030303	#A3A500
#A3A500	0.729952272727273	0.224975	#A3A500
#A3A500	0.813343181818182	0.237095075757576	#A3A500
#A3A500	0.764309577922078	0.143101893939394	#A3A500
#A3A500	0.754083116883117	0.23248446969697	#A3A500
#A3A500	0.76397288961039	0.128155113636364	#A3A500
#A3A500	0.74044512987013	0.224014962121212	#A3A500
#A3A500	0.7525125	0.237702840909091	#A3A500
#A3A500	0.752476298701299	0.218330303030303	#A3A500
#A3A500	0.781588798701299	0.251511363636364	#A3A500
#A3A500	0.772386363636364	0.240649242424242	#A3A500
#A3A500	0.752276785714286	0.115975378787879	#A3A500
#A3A500	0.750717694805195	0.230457386363636	#A3A500
#A3A500	0.754873538961039	0.201479545454545	#A3A500
#A3A500	0.774066558441558	0.249362689393939	#A3A500
#A3A500	0.745083766233766	0.156801893939394	#A3A500
#A3A500	0.828918831168831	0.247583522727273	#A3A500
#A3A500	0.687565746753247	0.205036931818182	#A3A500
#A3A500	0.795273701298701	0.177482575757576	#A3A500
#A3A500	0.732492207792208	0.205774242424242	#A3A500
#A3A500	0.759424512987013	0.246342613636364	#A3A500
#A3A500	0.784388149350649	0.150406060606061	#A3A500
#A3A500	0.770996590909091	0.169563068181818	#A3A500
#A3A500	0.73060275974026	0.148372916666667	#A3A500
#A3A500	0.735524188311688	0.234475	#A3A500
#A3A500	0.770237987012987	0.209191477272727	#A3A500
#00BF7D	0.798627597402597	0.218804924242424	#00BF7D
#00BF7D	0.763367532467533	0.230291666666667	#00BF7D
#00BF7D	0.767724188311688	0.199208143939394	#00BF7D
#00BF7D	0.739885064935065	0.255629545454545	#00BF7D
#00BF7D	0.789260714285714	0.180224431818182	#00BF7D
#00BF7D	0.764397564935065	0.144687121212121	#00BF7D
#00BF7D	0.785418668831169	0.190764962121212	#00BF7D
#00BF7D	0.777855357142857	0.226832575757576	#00BF7D
#00BF7D	0.785709415584416	0.229498295454545	#00BF7D
#00BF7D	0.769803733766234	0.152823484848485	#00BF7D
#00BF7D	0.799688636363636	0.242527840909091	#00BF7D
#00BF7D	0.757835714285714	0.238575189393939	#00BF7D
#00BF7D	0.766843668831169	0.246802651515152	#00BF7D
#00BF7D	0.757692045454545	0.219943560606061	#00BF7D
#00BF7D	0.746882142857143	0.233339772727273	#00BF7D
#00BF7D	0.765687824675325	0.183443939393939	#00BF7D
#00BF7D	0.781149837662338	0.205025378787879	#00BF7D
#00BF7D	0.780928409090909	0.228425	#00BF7D
#00BF7D	0.776665097402597	0.174125	#00BF7D
#00BF7D	0.760328896103896	0.244006060606061	#00BF7D
#00BF7D	0.773722564935065	0.184579545454545	#00BF7D
#00BF7D	0.738625974025974	0.220178977272727	#00BF7D
#00BF7D	0.793931331168831	0.236595833333333	#00BF7D
#00BF7D	0.745671590909091	0.172944886363636	#00BF7D
#00BF7D	0.731870292207792	0.236986742424242	#00BF7D
#00BF7D	0.756955681818182	0.165193371212121	#00BF7D
#00BF7D	0.756682142857143	0.165060416666667	#00BF7D
#00BF7D	0.763736850649351	0.233970265151515	#00BF7D
#00BF7D	0.730063149350649	0.141948484848485	#00BF7D
#00BF7D	0.766544805194805	0.160556818181818	#00BF7D
#00BF7D	0.807927922077922	0.20100946969697	#00BF7D
#00BF7D	0.795948538961039	0.202301704545455	#00BF7D
#00BF7D	0.763074675324675	0.244122916666667	#00BF7D
#00BF7D	0.76171525974026	0.223066287878788	#00BF7D
#00BF7D	0.779370779220779	0.242765151515151	#00BF7D
#00BF7D	0.790906168831169	0.243966287878788	#00BF7D
#00BF7D	0.754264285714286	0.241386742424242	#00BF7D
#00BF7D	0.804722402597403	0.224378977272727	#00BF7D
#00BF7D	0.788788961038961	0.212440909090909	#00BF7D
#00BF7D	0.75681801948052	0.244379356060606	#00BF7D
#00BF7D	0.812802597402598	0.1624375	#00BF7D
#00BF7D	0.775291396103896	0.207135984848485	#00BF7D
#00BF7D	0.782303733766234	0.214896212121212	#00BF7D
#00BF7D	0.785785714285714	0.206401704545455	#00BF7D
#00BF7D	0.792967532467533	0.118738636363636	#00BF7D
#00BF7D	0.781073214285714	0.21437803030303	#00BF7D
#00BF7D	0.80275487012987	0.223087310606061	#00BF7D
#00BF7D	0.805641720779221	0.211713825757576	#00BF7D
#00BF7D	0.775128571428571	0.237728598484848	#00BF7D
#00BF7D	0.754641558441558	0.244688825757576	#00BF7D
#00BF7D	0.794437662337662	0.226711174242424	#00BF7D
#00BF7D	0.73326461038961	0.233667992424242	#00BF7D
#00BF7D	0.774337824675325	0.182499431818182	#00BF7D
#00BF7D	0.776739772727273	0.105469128787879	#00BF7D
#00BF7D	0.774846103896104	0.246178787878788	#00BF7D
#00BF7D	0.755711201298701	0.259676704545455	#00BF7D
#00BF7D	0.794581168831169	0.258273674242424	#00BF7D
#00BF7D	0.735791558441559	0.305243939393939	#00BF7D
#00BF7D	0.808167207792208	0.256843560606061	#00BF7D
#00BF7D	0.725807954545454	0.255424242424242	#00BF7D
#00BF7D	0.820325	0.100637121212121	#00BF7D
#00BF7D	0.771851623376623	0.20965946969697	#00BF7D
#00BF7D	0.741354220779221	0.21437821969697	#00BF7D
#00BF7D	0.768866720779221	0.248958333333333	#00BF7D
#00BF7D	0.786277597402598	0.196603409090909	#00BF7D
#00BF7D	0.763905681818182	0.202002462121212	#00BF7D
#00BF7D	0.81880762987013	0.230374053030303	#00BF7D
#00BF7D	0.803491558441559	0.226139204545455	#00BF7D
#00BF7D	0.843165584415585	0.231718939393939	#00BF7D
#00BF7D	0.794897402597403	0.214162310606061	#00BF7D
