colour	y	x	fill
#F8766D	0.459298935064935	0.476805484848485	#F8766D
#A3A500	0.71395161038961	0.38345796969697	#A3A500
#A3A500	0.539534571428571	0.475186696969697	#A3A500
#A3A500	0.658092701298701	0.48148403030303	#A3A500
#A3A500	0.562548675324675	0.232963909090909	#A3A500
#A3A500	0.549138	0.532641181818182	#A3A500
#A3A500	0.495006545454545	0.243089848484848	#A3A500
#A3A500	0.587627012987013	0.295849181818182	#A3A500
#A3A500	0.455062233766234	0.524677272727273	#A3A500
#A3A500	0.580239766233766	0.483869606060606	#A3A500
#A3A500	0.495723688311688	0.327274666666667	#A3A500
#A3A500	0.536839974025974	0.433071515151515	#A3A500
#A3A500	0.54163374025974	0.308845272727273	#A3A500
#A3A500	0.501382493506493	0.484168575757576	#A3A500
#A3A500	0.45950787012987	0.34522903030303	#A3A500
#A3A500	0.487107168831169	0.179622848484848	#A3A500
#A3A500	0.543672675324675	0.322871333333333	#A3A500
#A3A500	0.667165038961039	0.372159515151515	#A3A500
#A3A500	0.588638	0.383890181818182	#A3A500
#A3A500	0.49343161038961	0.417331818181818	#A3A500
#A3A500	0.633137636363636	0.531822666666667	#A3A500
#A3A500	0.499901194805195	0.301968575757576	#A3A500
#A3A500	0.67334612987013	0.468267363636364	#A3A500
#A3A500	0.642418233766234	0.381142363636364	#A3A500
#A3A500	0.443822935064935	0.573122242424242	#A3A500
#A3A500	0.497844415584416	0.464008090909091	#A3A500
#A3A500	0.451853688311688	0.467400333333333	#A3A500
#A3A500	0.532812753246753	0.514619393939394	#A3A500
#A3A500	0.540262805194805	0.347341878787879	#A3A500
#A3A500	0.439880493506493	0.328878121212121	#A3A500
#A3A500	0.563744415584416	0.470528242424242	#A3A500
#A3A500	0.46404812987013	0.334639181818182	#A3A500
#A3A500	0.542426103896104	0.580967212121212	#A3A500
#A3A500	0.470884	0.482076727272727	#A3A500
#A3A500	0.713690545454545	0.480994484848485	#A3A500
#A3A500	0.569952805194805	0.249100666666667	#A3A500
