colour	x	y	fill
#F8766D	0.3652593398735	0.657918420268572	#F8766D
#F8766D	0.40941582029865	0.630622852368268	#F8766D
#F8766D	0.363703027904601	0.618513698512021	#F8766D
#F8766D	0.474030869819133	0.6121857253789	#F8766D
#F8766D	0.440931468641328	0.60076676041362	#F8766D
#F8766D	0.417706235325056	0.572829530325837	#F8766D
#F8766D	0.501450929701235	0.652363325275418	#F8766D
#F8766D	0.371024694260569	0.545411815305244	#F8766D
#F8766D	0.389026574829826	0.625171426435491	#F8766D
#F8766D	0.37290147955334	0.63536738528961	#F8766D
#F8766D	0.367674447908198	0.603946061633789	#F8766D
#F8766D	0.534471461136771	0.577596948268832	#F8766D
#F8766D	0.437628453127591	0.576066126388937	#F8766D
#F8766D	0.458627647780316	0.612743749528714	#F8766D
#00BFC4	0.389332437885811	0.500226299005118	#00BFC4
#F8766D	0.481423521177284	0.614693244921809	#F8766D
#F8766D	0.461513547777958	0.59685472579708	#F8766D
#00BFC4	0.492772116156426	0.501969390425531	#00BFC4
#F8766D	0.576014557211199	0.647806609269551	#F8766D
#F8766D	0.260028633205897	0.624597387826142	#F8766D
#F8766D	0.44169809130056	0.671114886475545	#F8766D
#F8766D	0.485955781280096	0.576543606768156	#F8766D
#F8766D	0.509134942970018	0.533371619995339	#F8766D
#F8766D	0.373158852615113	0.62088476998992	#F8766D
#F8766D	0.41244833768792	0.584748598150322	#F8766D
#00BFC4	0.461702787946163	0.456872360884665	#00BFC4
#F8766D	0.424738557292845	0.632268188868809	#F8766D
#00BFC4	0.232757848302975	0.372977531979513	#00BFC4
#F8766D	0.377667219277978	0.550892610642241	#F8766D
#F8766D	0.295778161115391	0.592682704821412	#F8766D
#F8766D	0.4558415812544	0.649860467602968	#F8766D
#F8766D	0.365073176488836	0.573633476744249	#F8766D
#F8766D	0.492184530508649	0.543599217369966	#F8766D
#F8766D	0.487905098454765	0.558854774022877	#F8766D
#F8766D	0.42246413638293	0.638369906850035	#F8766D
#F8766D	0.56419034533668	0.629844183725679	#F8766D
#F8766D	0.543779223950358	0.603591553525638	#F8766D
#F8766D	0.466828014670451	0.616615763664853	#F8766D
#F8766D	0.372848096204058	0.558361849426186	#F8766D
#00BFC4	0.365284207176011	0.501827515763912	#00BFC4
#F8766D	0.396123241670523	0.547924251627328	#F8766D
#F8766D	0.462228023894168	0.628695671754764	#F8766D
#F8766D	0.446648269984975	0.580371879709149	#F8766D
#00BFC4	0.322905783906318	0.523133424336211	#00BFC4
#00BFC4	0.228087135468208	0.535879818777605	#00BFC4
#F8766D	0.438613079026043	0.499425378796195	#F8766D
#00BFC4	0.355156994395174	0.475399171323034	#00BFC4
#F8766D	0.410484334018174	0.572294005018125	#F8766D
#00BFC4	0.28027889225082	0.542155552125442	#00BFC4
#F8766D	0.605662966376867	0.610773274324244	#F8766D
#F8766D	0.564924377579031	0.65297952562456	#F8766D
#F8766D	0.484999918452659	0.646177845618645	#F8766D
#F8766D	0.471128256632625	0.4889126561904	#F8766D
#F8766D	0.401705308505548	0.527559434207023	#F8766D
#00BFC4	0.438373817585111	0.498840693329677	#00BFC4
#F8766D	0.449596606455607	0.595697583965193	#F8766D
#F8766D	0.489525801369895	0.622164752822041	#F8766D
#F8766D	0.495474706252707	0.643948141773558	#F8766D
#F8766D	0.552642854951037	0.620830197875093	#F8766D
#F8766D	0.537642184233752	0.647072994516784	#F8766D
#F8766D	0.547038912198516	0.620393811028133	#F8766D
#F8766D	0.479441830456111	0.651009984568163	#F8766D
#F8766D	0.620348079474668	0.655721689912206	#F8766D
#F8766D	0.543094083922316	0.569423719045057	#F8766D
#F8766D	0.404853072699937	0.585225823620823	#F8766D
#F8766D	0.50675982247366	0.593077882131181	#F8766D
#F8766D	0.494655256285458	0.643514402589487	#F8766D
#F8766D	0.529933333816325	0.616211964127064	#F8766D
#F8766D	0.550748599477215	0.6454866517334	#F8766D
#F8766D	0.48902040146762	0.525827316829086	#F8766D
#F8766D	0.508794471974701	0.600062646335906	#F8766D
#F8766D	0.594110118741533	0.588553498525766	#F8766D
#F8766D	0.415148205772746	0.597790521623298	#F8766D
#F8766D	0.575030819776782	0.58388913082842	#F8766D
#F8766D	0.531021318263464	0.596552712382931	#F8766D
#F8766D	0.506687375990289	0.653347085196012	#F8766D
#F8766D	0.614441265051175	0.603338321723694	#F8766D
#F8766D	0.601630192885375	0.585134635781684	#F8766D
#F8766D	0.535626156321497	0.611349761893381	#F8766D
#00BFC4	0.497446277840967	0.520173454914141	#00BFC4
#F8766D	0.479603373562507	0.651282883486809	#F8766D
#F8766D	0.38230930051358	0.508212723315336	#F8766D
#F8766D	0.435700587301004	0.580852131389138	#F8766D
#F8766D	0.426864699435456	0.583949313602369	#F8766D
#F8766D	0.46181086230475	0.427514923604701	#F8766D
#F8766D	0.557973067599695	0.435426036256844	#F8766D
#F8766D	0.549149424137356	0.423921295408445	#F8766D
#F8766D	0.565670183581855	0.467217822055722	#F8766D
#00BFC4	0.519845467134037	0.49597280011078	#00BFC4
#F8766D	0.580163397549207	0.541562562552874	#F8766D
#F8766D	0.55642051992745	0.431889819533765	#F8766D
#F8766D	0.482410759964657	0.488047446938544	#F8766D
#F8766D	0.490120120350026	0.505237309675794	#F8766D
#F8766D	0.570766028144653	0.46869702296506	#F8766D
#F8766D	0.504124516132119	0.509190816371192	#F8766D
#F8766D	0.477363089949188	0.521343580151751	#F8766D
#F8766D	0.483360245606518	0.432549753445104	#F8766D
#F8766D	0.439082341085161	0.578522216656753	#F8766D
#F8766D	0.485909416556181	0.584946248624148	#F8766D
#F8766D	0.48252919267585	0.546262660399124	#F8766D
#F8766D	0.443580480867266	0.534173297297463	#F8766D
#F8766D	0.532932750820773	0.536796093398543	#F8766D
#F8766D	0.415561340121811	0.536670983282021	#F8766D
#F8766D	0.545237827717828	0.519708710664879	#F8766D
#F8766D	0.520069361314896	0.574835626681917	#F8766D
#00BFC4	0.429434268901972	0.426490888294989	#00BFC4
#00BFC4	0.487226714108391	0.383663335803843	#00BFC4
#F8766D	0.508276100830897	0.466157609992928	#F8766D
#F8766D	0.436362636954605	0.489994418306633	#F8766D
#00BFC4	0.405252238220906	0.448155032697823	#00BFC4
#F8766D	0.592048321471831	0.500186540441073	#F8766D
#F8766D	0.543746123565536	0.570049937015062	#F8766D
#F8766D	0.491511634883816	0.494829459827757	#F8766D
#00BFC4	0.40909311258195	0.503189996149572	#00BFC4
#F8766D	0.458006852625183	0.441890081697	#F8766D
#F8766D	0.556648263803492	0.499245951473563	#F8766D
#F8766D	0.556358277975521	0.532241770146846	#F8766D
#F8766D	0.574576036513702	0.567072377897115	#F8766D
#F8766D	0.525659335239323	0.499320760947154	#F8766D
#F8766D	0.565292252538592	0.525545094169523	#F8766D
#F8766D	0.44676657122432	0.525371202440795	#F8766D
#F8766D	0.487214005810562	0.572527516911688	#F8766D
#00BFC4	0.416212079909557	0.480448057621018	#00BFC4
#F8766D	0.483658974484742	0.575515288134587	#F8766D
#F8766D	0.42763032450812	0.615913787432594	#F8766D
#F8766D	0.570254297130123	0.547087222722901	#F8766D
#F8766D	0.546441717385766	0.560894523107035	#F8766D
#F8766D	0.628949421709187	0.565700889103883	#F8766D
#F8766D	0.498188280221931	0.50650953637039	#F8766D
#F8766D	0.513252917316033	0.470467964758969	#F8766D
#F8766D	0.519847701526865	0.572854808101661	#F8766D
#F8766D	0.511605754145354	0.585911605550047	#F8766D
#F8766D	0.471533127745511	0.544104237008345	#F8766D
#00BFC4	0.50538637348739	0.427827340819264	#00BFC4
#00BFC4	0.458011212288306	0.416712219413191	#00BFC4
#00BFC4	0.436277899994703	0.404274454039347	#00BFC4
#F8766D	0.534143969187532	0.441637922321603	#F8766D
