colour	x	y	fill
#F8766D	0.326283718099935	0.54827382887256	#F8766D
#F8766D	0.388190933822247	0.564793845895112	#F8766D
#F8766D	0.342384136136955	0.532797863729655	#F8766D
#F8766D	0.467491284679528	0.562595032325741	#F8766D
#F8766D	0.352578741528824	0.561266241793212	#F8766D
#F8766D	0.422047063894321	0.512584488122572	#F8766D
#F8766D	0.398677605907845	0.651336498250512	#F8766D
#F8766D	0.381622455865406	0.464082241911879	#F8766D
#F8766D	0.367728156686388	0.549299460814151	#F8766D
#F8766D	0.344850381143455	0.539651572314437	#F8766D
#F8766D	0.352360598180491	0.505967569554943	#F8766D
#F8766D	0.46888295593641	0.627990278597811	#F8766D
#F8766D	0.440730347069953	0.476987562404622	#F8766D
#F8766D	0.449701022035602	0.54788836997447	#F8766D
#00BFC4	0.426495218760547	0.54401067713566	#00BFC4
#F8766D	0.475243606339513	0.581102713530564	#F8766D
#F8766D	0.463205732529387	0.611726059736998	#F8766D
#00BFC4	0.460295239099191	0.662362616267858	#00BFC4
#F8766D	0.484470869854651	0.69603809867257	#F8766D
#F8766D	0.38811469741564	0.403074136899039	#F8766D
#F8766D	0.403721263392368	0.547108241001694	#F8766D
#F8766D	0.497220739073401	0.561203355458847	#F8766D
#F8766D	0.54216405462216	0.545570381548259	#F8766D
#F8766D	0.431857913717593	0.449973341714123	#F8766D
#F8766D	0.409334081808422	0.482489981764612	#F8766D
#00BFC4	0.442890670548212	0.561305194898803	#00BFC4
#F8766D	0.402031418785461	0.516925613507517	#F8766D
#00BFC4	0.39064534453129	0.363441480866289	#00BFC4
#F8766D	0.385348109442366	0.442543217710056	#F8766D
#F8766D	0.274668189314105	0.411504600824538	#F8766D
#F8766D	0.348453350379267	0.618901537537361	#F8766D
#F8766D	0.362761116064517	0.48415198866368	#F8766D
#F8766D	0.518616224023504	0.541420245447795	#F8766D
#F8766D	0.423466948011379	0.5563865695734	#F8766D
#F8766D	0.398692660376477	0.561561060497404	#F8766D
#F8766D	0.479114324001163	0.677315968219555	#F8766D
#F8766D	0.466644772073209	0.623073766501888	#F8766D
#F8766D	0.458984311830554	0.59489202517908	#F8766D
#F8766D	0.375475466132675	0.418434542892801	#F8766D
#00BFC4	0.396868298571875	0.487645770172084	#00BFC4
#F8766D	0.409442953762319	0.49776661773629	#F8766D
#F8766D	0.446922162199798	0.564931813754924	#F8766D
#F8766D	0.450970662947042	0.529824707342995	#F8766D
#00BFC4	0.337955202430398	0.432055206025798	#00BFC4
#00BFC4	0.309920372323822	0.382997575283442	#00BFC4
#F8766D	0.477716313554676	0.475203080787624	#F8766D
#00BFC4	0.39814945635294	0.486728792534245	#00BFC4
#F8766D	0.330327480173142	0.510641663401528	#F8766D
#00BFC4	0.282666467742061	0.438972389151476	#00BFC4
#F8766D	0.533407587406206	0.675829390026226	#F8766D
#F8766D	0.553262715962115	0.682450444566375	#F8766D
#F8766D	0.466393279191033	0.625782221088559	#F8766D
#F8766D	0.519360600424251	0.499759074039316	#F8766D
#F8766D	0.422394312786111	0.437497823770899	#F8766D
#00BFC4	0.39706721931963	0.548576489743409	#00BFC4
#F8766D	0.44725399962968	0.535402614056632	#F8766D
#F8766D	0.481438031532999	0.599525200395345	#F8766D
#F8766D	0.479015327394969	0.628150429303282	#F8766D
#F8766D	0.469072571878552	0.641191569752781	#F8766D
#F8766D	0.44140577133265	0.665080382231272	#F8766D
#F8766D	0.464114438062664	0.662712547081465	#F8766D
#F8766D	0.459513387479917	0.65841495127641	#F8766D
#F8766D	0.531758673604129	0.75064746451029	#F8766D
#F8766D	0.481493487270722	0.613211801818898	#F8766D
#F8766D	0.403284363706349	0.537601800690919	#F8766D
#F8766D	0.514452387672791	0.610319635858055	#F8766D
#F8766D	0.478058301312833	0.62231693956952	#F8766D
#F8766D	0.447192794228937	0.659220878802541	#F8766D
#F8766D	0.456631149357159	0.667985770181214	#F8766D
#F8766D	0.440535909000159	0.563890779157892	#F8766D
#F8766D	0.429922700428391	0.621368693069443	#F8766D
#F8766D	0.530872157728348	0.668725138446973	#F8766D
#F8766D	0.4092417799442	0.550575635750213	#F8766D
#F8766D	0.511998016529191	0.664830585366634	#F8766D
#F8766D	0.542176772566813	0.672164248347741	#F8766D
#F8766D	0.489018634316423	0.675538922436168	#F8766D
#F8766D	0.546611283393927	0.678081350180284	#F8766D
